"id","description"
"2012429A","SLR: ET WEB_SPECIFIC_APPS WordPress XCloner Plugin index2.php mosmsg Parameter Cross Site Scripting Attempt"
"2012430","SLR: ET WEB_SPECIFIC_APPS Joomla XCloner Component index2.php mosmsg Parameter Cross Site Scripting Attempt"
"2012430A","SLR: ET WEB_SPECIFIC_APPS Joomla XCloner Component index2.php mosmsg Parameter Cross Site Scripting Attempt"
"2012431","SLR: ET WEB_SPECIFIC_APPS WP Forum Server wordpress plugin SQL Injection Attempt -- feed.php topic SELECT"
"2012432","SLR: ET WEB_SPECIFIC_APPS WP Forum Server wordpress plugin SQL Injection Attempt -- feed.php topic UNION SELECT"
"2012433","SLR: ET WEB_SPECIFIC_APPS WP Forum Server wordpress plugin SQL Injection Attempt -- feed.php topic INSERT"
"2012434","SLR: ET WEB_SPECIFIC_APPS WP Forum Server wordpress plugin SQL Injection Attempt -- feed.php topic DELETE"
"2012435","SLR: ET WEB_SPECIFIC_APPS WP Forum Server wordpress plugin SQL Injection Attempt -- feed.php topic ASCII"
"2012436","SLR: ET WEB_SPECIFIC_APPS WP Forum Server wordpress plugin SQL Injection Attempt -- feed.php topic UPDATE"
"2012436A","SLR: ET WEB_SPECIFIC_APPS WP Forum Server wordpress plugin SQL Injection Attempt -- feed.php topic UPDATE"
"2012437","SLR: ET WEB_SPECIFIC_APPS WordPress Zotpress citation Parameter Cross Site Scripting Attempt"
"2012437A","SLR: ET WEB_SPECIFIC_APPS WordPress Zotpress citation Parameter Cross Site Scripting Attempt"
"2012473","SLR: ET WEB_SPECIFIC_APPS All In One Control Panel SQL Injection Attempt -- cp_menu_data_file.php menu UPDATE"
"2012474","SLR: ET WEB_SPECIFIC_APPS RecordPress rp-menu.php sess_user Parameter Cross Site Scripting Attempt"
"2012475","SLR: ET WEB_SPECIFIC_APPS RecordPress header.php titledesc Parameter Cross Site Scripting Attempt"
"2012476","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin folder.php type Parameter Cross Site Scripting Attempt"
"2012476A","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin folder.php type Parameter Cross Site Scripting Attempt"
"2012477","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin SQL Injection Attempt -- massedit_album.php gall_id SELECT"
"2012478","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin SQL Injection Attempt -- massedit_album.php gall_id UNION SELECT"
"2012479","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin SQL Injection Attempt -- massedit_album.php gall_id INSERT"
"2012480","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin SQL Injection Attempt -- massedit_album.php gall_id DELETE"
"2012481","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin SQL Injection Attempt -- massedit_album.php gall_id ASCII"
"2012482","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin SQL Injection Attempt -- massedit_album.php gall_id UPDATE"
"2012482A","SLR: ET WEB_SPECIFIC_APPS Flash Gallery wordpress plugin SQL Injection Attempt -- massedit_album.php gall_id UPDATE"
"2012483","SLR: ET WEB_SPECIFIC_APPS Wikiwig spell-check-savedicts.php to_p_dict Parameter Cross Site Scripting Attempt"
"2012484","SLR: ET WEB_SPECIFIC_APPS Wikiwig spell-check-savedicts.php to_r_list Parameter Cross Site Scripting Attempt"
"2012490","SLR: ET WEB_SPECIFIC_APPS Keynect Ecommerce SQL Injection Attempt -- products.php ctf UPDATE"
"2012496","SLR: ET WEB_SPECIFIC_APPS Sahana Agasti AccessController.php approot Parameter Remote File Inclusion Attempt"
"2012497","SLR: ET WEB_SPECIFIC_APPS Sahana Agasti dao.php approot Parameter Remote File Inclusion Attempt"
"2012560","SLR: ET WEB_SPECIFIC_APPS Shape Web Solutions imprimir.php UPDATE SET SQL Injection Attempt"
"2012561","SLR: ET WEB_SPECIFIC_APPS Openfoncier action.class.php script Remote File inclusion Attempt"
"2012562","SLR: ET WEB_SPECIFIC_APPS Openfoncier architecte.class.php script Remote File inclusion Attempt"
"2012563","SLR: ET WEB_SPECIFIC_APPS Openfoncier avis.class.php script Remote File inclusion Attempt"
"2012564","SLR: ET WEB_SPECIFIC_APPS Openfoncier bible.class.php script Remote File inclusion Attempt"
"2012565","SLR: ET WEB_SPECIFIC_APPS Openfoncier blocnote.class.php script Remote File inclusion Attempt"
"2012570","SLR: ET WEB_SPECIFIC_APPS coRED CMS rubID Parameter UPDATE SET SQL Injection Attempt"
"2012571","SLR: ET WEB_SPECIFIC_APPS jQuery Mega Menu Wordpress Plugin Local File Inclusion Attempt"
"2012571A","SLR: ET WEB_SPECIFIC_APPS jQuery Mega Menu Wordpress Plugin Local File Inclusion Attempt"
"2012571AA","SLR: ET WEB_SPECIFIC_APPS jQuery Mega Menu Wordpress Plugin Local File Inclusion Attempt"
"2012572","SLR: ET WEB_SPECIFIC_APPS Mambo Cache_Lite Class mosConfig_absolute_path Remote File inclusion Attempt"
"2012573","SLR: ET WEB_SPECIFIC_APPS RecordPress header.php Cross Site Scripting Attempt"
"2012574","SLR: ET WEB_SPECIFIC_APPS RecordPress header.php rp-menu.php Cross Site Scripting Attempt"
"2012580","SLR: ET WEB_SPECIFIC_APPS mySeatXT SQL Injection Attempt autocomplete.php field UPDATE"
"2012581","SLR: ET WEB_SPECIFIC_APPS WordPress Lazyest Gallery Plugin image Parameter Cross Site Scripting Attempt"
"2012581A","SLR: ET WEB_SPECIFIC_APPS WordPress Lazyest Gallery Plugin image Parameter Cross Site Scripting Attempt"
"2012582","SLR: ET WEB_SPECIFIC_APPS Interleave basicstats.php AjaxHandler Parameter Cross Site Scripting Attempt"
"2012583","SLR: ET WEB_SPECIFIC_APPS ardeaCore PHP Framework appMVCPath Parameter Remote File Inclusion Attempt"
"2012584","SLR: ET WEB_SPECIFIC_APPS ardeaCore PHP Framework CURRENT_BLOG_PATH Parameter Remote File Inclusion Attempt"
"2012600","SLR: ET WEB_SPECIFIC_APPS mySeatXT SQL Injection Attempt autocomplete.php field UPDATE"
"2012601","SLR: ET WEB_SPECIFIC_APPS WordPress Lazyest Gallery Plugin image Parameter Cross Site Scripting Attempt"
"2012601A","SLR: ET WEB_SPECIFIC_APPS WordPress Lazyest Gallery Plugin image Parameter Cross Site Scripting Attempt"
"2012603","SLR: ET WEB_SPECIFIC_APPS Interleave basicstats.php AjaxHandler Parameter Cross Site Scripting Attempt"
"2012604","SLR: ET WEB_SPECIFIC_APPS ardeaCore PHP Framework appMVCPath Parameter Remote File Inclusion Attempt"
"2012605","SLR: ET WEB_SPECIFIC_APPS ardeaCore PHP Framework CURRENT_BLOG_PATH Parameter Remote File Inclusion Attempt"
"2012655","SLR: ET WEB_SPECIFIC_APPS PHP-Nuke Surveys pollID parameter UPDATE SET SQL Injection Attempt"
"2012656","SLR: ET WEB_SPECIFIC_APPS eyeOS callback parameter Cross Site Scripting Attempt"
"2012657","SLR: ET WEB_SPECIFIC_APPS eyeOS file Parameter Local File Inclusion Attempt"
"2012657A","SLR: ET WEB_SPECIFIC_APPS eyeOS file Parameter Local File Inclusion Attempt"
"2012658","SLR: ET WEB_SPECIFIC_APPS OrangeHRM recruitcode parameter Cross Site Script Attempt"
"2012659","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_doqment Remote File inclusion Attempt"
"2012659A","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_doqment Remote File inclusion Attempt"
"2012665","SLR: ET WEB_SPECIFIC_APPS vBulletin cChatBox messageid Parameter UPDATE SET SQL Injection Attempt"
"2012666","SLR: ET WEB_SPECIFIC_APPS Joomla component smartformer Remote File Inclusion Attempt"
"2012666A","SLR: ET WEB_SPECIFIC_APPS Joomla component smartformer Remote File Inclusion Attempt"
"2012667","SLR: ET WEB_SPECIFIC_APPS Joomla Component Media Mall Factory Blind SQL Injection Attempt"
"2012668","SLR: ET WEB_SPECIFIC_APPS LoCal Calendar System LIBDIR Parameter Local File Inclusion Attempt"
"2012668A","SLR: ET WEB_SPECIFIC_APPS LoCal Calendar System LIBDIR Parameter Local File Inclusion Attempt"
"2012669","SLR: ET WEB_SPECIFIC_APPS ClanSphere \'CKEditorFuncNum\' parameter Cross Site Scripting Attempt"
"2012670","SLR: ET WEB_SPECIFIC_APPS PhotoSmash action Parameter Cross Site Scripting Attempt"
"2012677","SLR: ET WEB_SPECIFIC_APPS Andy PHP Knowledgebase SQL Injection Attempt pdfgen.php pdfa UPDATE"
"2012678","SLR: ET WEB_SPECIFIC_APPS webEdition CMS openBrowser.php Cross Site Scripting Attempt"
"2012679","SLR: ET WEB_SPECIFIC_APPS webEdition CMS edit_shop_editorFrameset.php Cross Site Scripting Attempt"
"2012680","SLR: ET WEB_SPECIFIC_APPS webEdition CMS we_transaction Parameter Cross Site Scripting Attempt"
"2012681","SLR: ET WEB_SPECIFIC_APPS webEdition CMS shop_artikelid Parameter Cross Site Scripting Attempt"
"2012697","SLR: ET WEB_SPECIFIC_APPS Joomla virtuemart Blind SQL Injection Attempt"
"2012702","SLR: ET WEB_SPECIFIC_APPS eGroupware loaddetails.php script UPDATE SET SQL Injection Attempt"
"2012703","SLR: ET WEB_SPECIFIC_APPS Joomla mod_virtuemart_latestprod module Remote File inclusion Attempt"
"2012703A","SLR: ET WEB_SPECIFIC_APPS Joomla mod_virtuemart_latestprod module Remote File inclusion Attempt"
"2012704","SLR: ET WEB_SPECIFIC_APPS Joomla mod_virtuemart_featureprod module Remote File inclusion Attempt"
"2012704A","SLR: ET WEB_SPECIFIC_APPS Joomla mod_virtuemart_featureprod module Remote File inclusion Attempt"
"2012705","SLR: ET WEB_SPECIFIC_APPS WordPress WP Publication file Parameter Local File Inclusion Attempt"
"2012705A","SLR: ET WEB_SPECIFIC_APPS WordPress WP Publication file Parameter Local File Inclusion Attempt"
"2012705AA","SLR: ET WEB_SPECIFIC_APPS WordPress WP Publication file Parameter Local File Inclusion Attempt"
"2012706","SLR: ET WEB_SPECIFIC_APPS vtiger CRM service parameter Cross Site Scripting Attempt"
"2012719","SLR: ET WEB_SPECIFIC_APPS I-Escorts Directory country_id parameter UPDATE SET SQL Injection Attempt"
"2012721","SLR: ET WEB_SPECIFIC_APPS LightNEasy File Manager language Parameter Local File Inclusion Attempt"
"2012721A","SLR: ET WEB_SPECIFIC_APPS LightNEasy File Manager language Parameter Local File Inclusion Attempt"
"2012722","SLR: ET WEB_SPECIFIC_APPS WordPress SocialGrid Plugin default_services Cross-Site Scripting Vulnerability"
"2012722A","SLR: ET WEB_SPECIFIC_APPS WordPress SocialGrid Plugin default_services Cross-Site Scripting Vulnerability"
"2012724","SLR: ET WEB_SPECIFIC_APPS CitusCMS filePath Parameter Remote File inclusion Attempt"
"2012743","SLR: ET WEB_SPECIFIC_APPS SaurusCMS captcha_image.php script Remote File inclusion Attempt"
"2012749","SLR: ET WEB_SPECIFIC_APPS phpRS id parameter UPDATE SET SQL Injection Attempt"
"2012750","SLR: ET WEB_SPECIFIC_APPS OrangeHRM path Parameter Local File Inclusion Attempt"
"2012750A","SLR: ET WEB_SPECIFIC_APPS OrangeHRM path Parameter Local File Inclusion Attempt"
"2012792","SLR: ET WEB_SPECIFIC_APPS KLINK txtCodiInfo parameter UPDATE SET SQL Injection Attempt"
"2012794","SLR: ET WEB_SPECIFIC_APPS ClanSphere CurrentFolder Parameter Local File Inclusion Attempt"
"2012794A","SLR: ET WEB_SPECIFIC_APPS ClanSphere CurrentFolder Parameter Local File Inclusion Attempt"
"2012795","SLR: ET WEB_SPECIFIC_APPS Golem Gaming Portal root_path Parameter Remote File inclusion Attempt"
"2012797","SLR: ET WEB_SPECIFIC_APPS WebAuction lang parameter Cross Site Scripting Attempt"
"2012829","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_hello SELECT FROM SQL Injection Attempt"
"2012830","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_hello DELETE FROM SQL Injection Attempt"
"2012831","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_hello UNION SELECT SQL Injection Attempt"
"2012832","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_hello INSERT INTO SQL Injection Attempt"
"2012833","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_hello UPDATE SET SQL Injection Attempt"
"2012833A","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_hello UPDATE SET SQL Injection Attempt"
"2012837","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_mgm Remote File inclusion Attempt"
"2012837A","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_mgm Remote File inclusion Attempt"
"2012876","SLR: ET WEB_SPECIFIC_APPS TCExam tce_xml_user_results.php script UPDATE SET SQL Injection Attempt"
"2012877","SLR: ET WEB_SPECIFIC_APPS e107 HANDLERS_DIRECTORY Parameter Remote File inclusion Attempt"
"2012878","SLR: ET WEB_SPECIFIC_APPS e107 IMAGES_DIRECTORY Parameter Remote File inclusion Attempt"
"2012879","SLR: ET WEB_SPECIFIC_APPS e107 imgp Parameter Remote File inclusion Attempt"
"2012880","SLR: ET WEB_SPECIFIC_APPS e107 trackback_url Parameter Remote File inclusion Attempt"
"2012881","SLR: ET WEB_SPECIFIC_APPS e107 permLink Parameter Remote File inclusion Attempt"
"2012945","SLR: ET WEB_SPECIFIC_APPS nvisionix Roaming System sessions.php script Local File Inclusion Attempt"
"2012945A","SLR: ET WEB_SPECIFIC_APPS nvisionix Roaming System sessions.php script Local File Inclusion Attempt"
"2012946","SLR: ET WEB_SPECIFIC_APPS WordPress inline-gallery do parameter Cross Site Scripting Attempt"
"2012946A","SLR: ET WEB_SPECIFIC_APPS WordPress inline-gallery do parameter Cross Site Scripting Attempt"
"2012947","SLR: ET WEB_SPECIFIC_APPS WebC.be Fichier_a_telecharger Parameter Local File Disclosure Attempt"
"2012948","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_jmsfileseller view Parameter Local File Inclusion Attempt"
"2012948A","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_jmsfileseller view Parameter Local File Inclusion Attempt"
"2012948AA","SLR: ET WEB_SPECIFIC_APPS Joomla Component com_jmsfileseller view Parameter Local File Inclusion Attempt"
"2012949","SLR: ET WEB_SPECIFIC_APPS Opencadastre soustab.php script Local File Inclusion Vulnerability"
"2012949A","SLR: ET WEB_SPECIFIC_APPS Opencadastre soustab.php script Local File Inclusion Vulnerability"
"2012950","SLR: ET WEB_SPECIFIC_APPS Openscrutin droit.class.php path_om Parameter Remote File inclusion Attempt"
"2012951","SLR: ET WEB_SPECIFIC_APPS Openscrutin collectivite.class.php path_om Parameter Remote File inclusion Attempt"
"2012952","SLR: ET WEB_SPECIFIC_APPS Openscrutin utilisateur.class.php path_om Parameter Remote File inclusion Attempt"
"2012953","SLR: ET WEB_SPECIFIC_APPS Openscrutin courrier.class.php path_om Parameter Remote File inclusion Attempt"
"2012954","SLR: ET WEB_SPECIFIC_APPS Openscrutin profil.class.php path_om Remote File inclusion Attempt"
"2012991","SLR: ET WEB_SPECIFIC_APPS TEDE Simplificado processaPesquisa.php script UPDATE SET SQL Injection Attempt"
"2012992","SLR: ET WEB_SPECIFIC_APPS Nakid CMS CKEditorFuncNum parameter Cross Site Scripting Attempt"
"2012993","SLR: ET WEB_SPECIFIC_APPS PEAR include_path Parameter Remote File inclusion Attempt"
"2012994","SLR: ET WEB_SPECIFIC_APPS PEAR_PHPDIR Parameter Remote File inclusion Attempt"
"2012995","SLR: ET WEB_SPECIFIC_APPS People Joomla Component controller Parameter Local File Inclusion Vulnerability"
"2012995A","SLR: ET WEB_SPECIFIC_APPS People Joomla Component controller Parameter Local File Inclusion Vulnerability"
"2012995AA","SLR: ET WEB_SPECIFIC_APPS People Joomla Component controller Parameter Local File Inclusion Vulnerability"
"2013084","SLR: ET WEB_SPECIFIC_APPS PHP link Directory sbcat_id Parameter UPDATE SET SQL Injection Attempt"
"2013085","SLR: ET WEB_SPECIFIC_APPS BLOG CMS nsextt parameter Cross Site Scripting Vulnerability"
"2013086","SLR: ET WEB_SPECIFIC_APPS vBulletin sortorder parameter Cross Site Scripting Attempt"
"2013087","SLR: ET WEB_SPECIFIC_APPS impressCMS FCKeditor root_path Parameter Remote File inclusion Attempt"
"2013088","SLR: ET WEB_SPECIFIC_APPS impressCMS tinymce root_path Parameter Remote File inclusion Attempt"
"2013089","SLR: ET WEB_SPECIFIC_APPS impressCMS dhtmltextarea root_path Parameter Remote File inclusion Attempt"
"2013099","SLR: ET WEB_SPECIFIC_APPS Apache Archive useredit script Cross Site Scripting Attempt"
"2013100","SLR: ET WEB_SPECIFIC_APPS Apache Archive roleedit script Cross Site Scripting Attempt"
"2013101","SLR: ET WEB_SPECIFIC_APPS Apache Archive userlist script Cross Site Scripting Attempt"
"2013102","SLR: ET WEB_SPECIFIC_APPS Apache Archive deleteArtifact script Cross Site Scripting Attempt"
"2013103","SLR: ET WEB_SPECIFIC_APPS Apache Archive addLegacyArtifactPath script Cross Site Scripting Attempt"
"2013104","SLR: ET WEB_SPECIFIC_APPS Apache Archive deleteNetworkProxy script Cross Site Scripting Attempt"
"2013105","SLR: ET WEB_SPECIFIC_APPS Apache Archive addRepository script Cross Site Scripting Attempt"
"2013106","SLR: ET WEB_SPECIFIC_APPS Apache Archive confirmDeleteRepository script Cross Site Scripting Attempt"
"2013107","SLR: ET WEB_SPECIFIC_APPS Apache Archive editAppearance script Cross Site Scripting Attempt"
"2013108","SLR: ET WEB_SPECIFIC_APPS Apache Archive addLegacyArtifactPath.action Cross Site Scripting Attempt"
"2013109","SLR: ET WEB_SPECIFIC_APPS Apache Archive addNetworkProxy script Cross Site Scripting Attempt"
"2013110","SLR: ET WEB_SPECIFIC_APPS Apache Archive networkProxies script Cross Site Scripting Attempt"
"2013111","SLR: ET WEB_SPECIFIC_APPS Apache Archive legacyArtifactPath script Cross Site Scripting Attempt"
"2013112","SLR: ET WEB_SPECIFIC_APPS Apache Archive configureAppearance script Cross Site Scripting Attempt"
"2013117","SLR: ET WEB_SPECIFIC_APPS Apache Tomcat Sort Paramter Cross Site Scripting Attempt"
"2013118","SLR: ET WEB_SPECIFIC_APPS Apache Tomcat Orderby Paramter Cross Site Scripting Attempt"
"2013129","SLR: ET WEB_SPECIFIC_APPS SoftMP3 search Parameter UPDATE SET SQL Injection Attempt"
"2013133","SLR: ET WEB_SPECIFIC_APPS vBulletin vBTube vidid Parameter Cross Site Scripting Attempt"
"2013134","SLR: ET WEB_SPECIFIC_APPS vBulletin vBTube uname Parameter Cross Site Scripting Attempt"
"2013155","SLR: ET WEB_SPECIFIC_APPS Wordpress plugin Flash Album Gallery pid Parameter SELECT FROM SQL Injection Attempt"
"2013156","SLR: ET WEB_SPECIFIC_APPS Wordpress plugin Flash Album Gallery pid Parameter DELETE FROM SQL Injection Attempt"
"2013157","SLR: ET WEB_SPECIFIC_APPS Wordpress plugin Flash Album Gallery pid Parameter UNION SELECT SQL Injection Attempt"
"2013158","SLR: ET WEB_SPECIFIC_APPS Wordpress plugin Flash Album Gallery pid Parameter INSERT INTO SQL Injection Attempt"
"2013159","SLR: ET WEB_SPECIFIC_APPS Wordpress plugin Flash Album Gallery pid Parameter UPDATE SET SQL Injection Attempt"
"2013159A","SLR: ET WEB_SPECIFIC_APPS Wordpress plugin Flash Album Gallery pid Parameter UPDATE SET SQL Injection Attempt"
"2013226","SLR: ET WEB_SPECIFIC_APPS Immophp secteur parameter Cross Site Scripting Attempt"
"2013231","SLR: ET WEB_SPECIFIC_APPS Immophp annonce parameter UPDATE SET SQL Injection Attempt"
"2013307","SLR: ET WEB_SPECIFIC_APPS Nuke Evolution Xtreme pid Parameter UPDATE SET SQL Injection Attempt"
"2013308","SLR: ET WEB_SPECIFIC_APPS WordPress PHP Speedy Plugin page Parameter Remote File inclusion Attempt"
"2013308A","SLR: ET WEB_SPECIFIC_APPS WordPress PHP Speedy Plugin page Parameter Remote File inclusion Attempt"
"2013309","SLR: ET WEB_SPECIFIC_APPS WordPress PHP Speedy Plugin page Parameter Local File Inclusion Attempt"
"2013309A","SLR: ET WEB_SPECIFIC_APPS WordPress PHP Speedy Plugin page Parameter Local File Inclusion Attempt"
"2013309AA","SLR: ET WEB_SPECIFIC_APPS WordPress PHP Speedy Plugin page Parameter Local File Inclusion Attempt"
"2013310","SLR: ET WEB_SPECIFIC_APPS WordPress PHP Speedy Plugin title parameter Cross Site Scripting Attempt"
"2013310A","SLR: ET WEB_SPECIFIC_APPS WordPress PHP Speedy Plugin title parameter Cross Site Scripting Attempt"
"2013425","SLR: ET WEB_SPECIFIC_APPS Wordpress eShop plugin eshoptemplate parameter Cross Site Scripting Attempt"
"2013425A","SLR: ET WEB_SPECIFIC_APPS Wordpress eShop plugin eshoptemplate parameter Cross Site Scripting Attempt"
"2013426","SLR: ET WEB_SPECIFIC_APPS Wordpress eShop plugin action parameter Cross Site Scripting Attempt"
"2013426A","SLR: ET WEB_SPECIFIC_APPS Wordpress eShop plugin action parameter Cross Site Scripting Attempt"
"2013427","SLR: ET WEB_SPECIFIC_APPS Wordpress eShop plugin viewemail parameter Cross Site Scripting Attempt"
"2013427A","SLR: ET WEB_SPECIFIC_APPS Wordpress eShop plugin viewemail parameter Cross Site Scripting Attempt"
"2013433","SLR: ET WEB_SPECIFIC_APPS Joomla jfeedback Component controller parameter Local File Inclusion Attempt"
"2013433A","SLR: ET WEB_SPECIFIC_APPS Joomla jfeedback Component controller parameter Local File Inclusion Attempt"
"2013433AA","SLR: ET WEB_SPECIFIC_APPS Joomla jfeedback Component controller parameter Local File Inclusion Attempt"
"2013434","SLR: ET WEB_SPECIFIC_APPS Tiki Wiki CMS ajax parameter XSS Vulnerability"
"2013464","SLR: ET WEB_SPECIFIC_APPS WordPress UnGallery pic Parameter Local File Inclusion Attempt"
"2013464A","SLR: ET WEB_SPECIFIC_APPS WordPress UnGallery pic Parameter Local File Inclusion Attempt"
"2013464AA","SLR: ET WEB_SPECIFIC_APPS WordPress UnGallery pic Parameter Local File Inclusion Attempt"
"2013465","SLR: ET WEB_SPECIFIC_APPS EasySiteEdit langval Parameter Remote File inclusion Attempt"
"2013466","SLR: ET WEB_SPECIFIC_APPS DiY-CMS lang Parameter Remote File inclusion Attempt"
"2013467","SLR: ET WEB_SPECIFIC_APPS Joomla Community component userid parameter SELECT FROM SQL Injection Attempt"
"2013468","SLR: ET WEB_SPECIFIC_APPS Joomla Community component userid parameter DELETE FROM SQL Injection Attempt"
"2013469","SLR: ET WEB_SPECIFIC_APPS Joomla Community component userid parameter UNION SELECT SQL Injection Attempt"
"2013470","SLR: ET WEB_SPECIFIC_APPS Joomla Community component userid parameter INSERT INTO SQL Injection Attempt"
"2013471","SLR: ET WEB_SPECIFIC_APPS Joomla Community component userid parameter UPDATE SET SQL Injection Attempt"
"2013471A","SLR: ET WEB_SPECIFIC_APPS Joomla Community component userid parameter UPDATE SET SQL Injection Attempt"
"950000","Session Fixation"
"950001","SQL Injection Attack"
"950002","System Command Access"
"950003","Session Fixation"
"950005","Remote File Access Attempt"
"950006","System Command Injection"
"950007","Blind SQL Injection Attack"
"950008","Injection of Undocumented ColdFusion Tags"
"950009","Session Fixation Attack"
"950010","LDAP Injection Attack"
"950011","SSI injection Attack"
"950012","HTTP Request Smuggling Attack"
"950018","Universal PDF XSS URL Detected"
"950019","Email Injection Attack"
"950103","Path Traversal Attack"
"950107","URL Encoding Abuse Attack Attempt"
"950108","URL Encoding Abuse Attack Attempt"
"950109","Multiple URL Encoding Detected"
"950110","Backdoor access"
"950116","Unicode Full/Half Width Abuse Attack Attempt"
"950117","Remote File Inclusion Attack"
"950118","Remote File Inclusion Attack"
"950119","Remote File Inclusion Attack"
"950120","Possible Remote File Inclusion (RFI) Attack: Off-Domain Reference/Link"
"950801","UTF8 Encoding Abuse Attack Attempt"
"950907","System Command Injection"
"950908","SQL Injection Attack"
"950910","HTTP Response Splitting Attack"
"950911","HTTP Response Splitting Attack"
"950921","Backdoor access"
"958000","Cross-site Scripting (XSS) Attack"
"958001","Cross-site Scripting (XSS) Attack"
"958002","Cross-site Scripting (XSS) Attack"
"958003","Cross-site Scripting (XSS) Attack"
"958004","Cross-site Scripting (XSS) Attack"
"958005","Cross-site Scripting (XSS) Attack"
"958006","Cross-site Scripting (XSS) Attack"
"958007","Cross-site Scripting (XSS) Attack"
"958008","Cross-site Scripting (XSS) Attack"
"958009","Cross-site Scripting (XSS) Attack"
"958010","Cross-site Scripting (XSS) Attack"
"958011","Cross-site Scripting (XSS) Attack"
"958012","Cross-site Scripting (XSS) Attack"
"958013","Cross-site Scripting (XSS) Attack"
"958016","Cross-site Scripting (XSS) Attack"
"958017","Cross-site Scripting (XSS) Attack"
"958018","Cross-site Scripting (XSS) Attack"
"958019","Cross-site Scripting (XSS) Attack"
"958020","Cross-site Scripting (XSS) Attack"
"958022","Cross-site Scripting (XSS) Attack"
"958023","Cross-site Scripting (XSS) Attack"
"958024","Cross-site Scripting (XSS) Attack"
"958025","Cross-site Scripting (XSS) Attack"
"958026","Cross-site Scripting (XSS) Attack"
"958027","Cross-site Scripting (XSS) Attack"
"958028","Cross-site Scripting (XSS) Attack"
"958030","Cross-site Scripting (XSS) Attack"
"958031","Cross-site Scripting (XSS) Attack"
"958032","Cross-site Scripting (XSS) Attack"
"958033","Cross-site Scripting (XSS) Attack"
"958034","Cross-site Scripting (XSS) Attack"
"958036","Cross-site Scripting (XSS) Attack"
"958037","Cross-site Scripting (XSS) Attack"
"958038","Cross-site Scripting (XSS) Attack"
"958039","Cross-site Scripting (XSS) Attack"
"958040","Cross-site Scripting (XSS) Attack"
"958041","Cross-site Scripting (XSS) Attack"
"958045","Cross-site Scripting (XSS) Attack"
"958046","Cross-site Scripting (XSS) Attack"
"958047","Cross-site Scripting (XSS) Attack"
"958049","Cross-site Scripting (XSS) Attack"
"958051","Cross-site Scripting (XSS) Attack"
"958052","Cross-site Scripting (XSS) Attack"
"958054","Cross-site Scripting (XSS) Attack"
"958056","Cross-site Scripting (XSS) Attack"
"958057","Cross-site Scripting (XSS) Attack"
"958059","Cross-site Scripting (XSS) Attack"
"958230","Range: Invalid Last Byte Value"
"958231","Range: Too many fields"
"958291","Range: field exists and begins with 0"
"958295","Multiple/Conflicting Connection Header Data Found"
"958404","Cross-site Scripting (XSS) Attack"
"958405","Cross-site Scripting (XSS) Attack"
"958406","Cross-site Scripting (XSS) Attack"
"958407","Cross-site Scripting (XSS) Attack"
"958408","Cross-site Scripting (XSS) Attack"
"958409","Cross-site Scripting (XSS) Attack"
"958410","Cross-site Scripting (XSS) Attack"
"958411","Cross-site Scripting (XSS) Attack"
"958412","Cross-site Scripting (XSS) Attack"
"958413","Cross-site Scripting (XSS) Attack"
"958414","Cross-site Scripting (XSS) Attack"
"958415","Cross-site Scripting (XSS) Attack"
"958416","Cross-site Scripting (XSS) Attack"
"958417","Cross-site Scripting (XSS) Attack"
"958418","Cross-site Scripting (XSS) Attack"
"958419","Cross-site Scripting (XSS) Attack"
"958420","Cross-site Scripting (XSS) Attack"
"958421","Cross-site Scripting (XSS) Attack"
"958422","Cross-site Scripting (XSS) Attack"
"958423","Cross-site Scripting (XSS) Attack"
"958976","PHP Injection Attack"
"958977","PHP Injection Attack"
"959070","SQL Injection Attack"
"959071","SQL Injection Attack"
"959072","SQL Injection Attack"
"959073","SQL Injection Attack"
"959151","PHP Injection Attack"
"960000","Attempted multipart/form-data bypass"
"960006","Empty User Agent Header"
"960007","Empty Host Header"
"960008","Request Missing a Host Header"
"960009","Request Missing a User Agent Header"
"960010","Request content type is not allowed by policy"
"960011","GET or HEAD Request with Body Content"
"960012","POST request missing Content-Length Header"
"960015","Request Missing an Accept Header"
"960016","Content-Length HTTP header is not numeric"
